,Latitude,Longitude,Park Name,Address,City,State,Zip Code,Phone Number,Distance
47,39.61115,-74.40824,Atlantic Shore Pines Campground,450 Ishmael Rd,Tuckerton,NJ,08087, (609) 296-9163,9.208341893521089
48,38.98265,-74.90666,Seashore Campsites & RV Resort,720 Seashore Rd,Cape May,NJ,08204, (800) 313-2267,59.95231342113245
49,39.07622,-74.89475999999999,King Nummy Trail Campground,205 S Delsea Dr,Cape May Court House,NJ,08210, (609) 465-4242,54.2941321794756
50,39.12555,-74.78662,Sea Pines RV Resort & Campground,1535 Rt 9,Swainton,NJ,08210, (888) 563-7040,48.16857988661456
51,39.12596,-74.81107,Big Timber Lake RV and Camping Resort,116 Swainton Goshen Rd,Cape May Court House,NJ,08210, (888) 306-2853,48.882602357554326
52,39.150040000000004,-74.7644,Driftwood RV Resort & Campground,1955 Rt 9 North,Clermont,NJ,08210, (888) 363-2901,46.10098672186736
53,39.5263,-74.5995,Holly Acres Campground,218 Frankfurt Ave,Egg Harbor City,NJ,08215, (609) 965-5055,20.777892380398416
54,39.19924,-74.7122,Echo Farms RV Resort,3066 US Rt 9,Ocean View,NJ,08230, (609) 624-3589,41.72676582278807
55,39.2037,-74.72001999999999,Lake & Shore RV,515 Corson Tavern Rd,Ocean View,NJ,08230, (609) 624-1494,41.698992350589556
56,39.47422,-74.58358,Pomona RV Park,536 S Pomona Rd,Galloway,NJ,08240, (609) 965-2123,22.510345940258436
57,39.54037,-74.46763,Chestnut Lake RV Campground,631 Chestnut Neck Rd,Port Republic,NJ,08241, (888) 563-7040,14.962186558148787
58,39.4162,-74.83622,Country Oaks Campground,13 S Jersey Ave,Dorothy,NJ,08317, (609) 476-2143,35.49159170359798
59,39.41853,-74.79914000000001,Mays Landing Campground,1079 12th Ave,Mays Landing,NJ,08330, (888) 563-7045,33.78074350193815
60,40.11889,-74.45748,Timberland Lake Campground,1335 Reed Rd,Jackson,NJ,08527, (732) 928-0500,15.169664044494413
61,40.10068,-74.27188000000001,Tip Tam Camping Resort,301 Brewers Bridge Rd,Jackson,NJ,08527, (732) 363-4036,6.849609732401047
62,40.10042,-74.41549,Indian Rock RV Park,920 West Veterans Hwy,Jackson,NJ,08527, (732) 928-0034,14.033037615925805
63,41.32242,-74.3734,Black Bear Campground,197 Wheeler Rd,Florida,NY,10921, (845) 651-7717,23.442458344355476
64,41.7956,-74.2482,Rondout Valley Resort,105 Mettacahonts Rd,Accord,NY,12404, (888) 563-7040,48.89331379678195
65,41.73977,-74.54472,Jellystone Park At Birchwood Acres,85 Martinfeld Road,Greenfield Park,NY,12435, (800) 552-4724,51.31615970343876
66,41.72902,-74.50907,Skyway Camping Resort,99 Mountaindale Rd,Greenfield Park,NY,12435, (800) 447-5992,49.72664839540192
67,42.092490000000005,-74.01863,Rip Van Winkle Campgrounds Inc,149 Blue Mountain Rd,Saugerties,NY,12477, (800) 246-3357,54.921229307628536
68,42.11651,-73.54502,Waubeeka Family Camground,133 Farm Rd,Copake,NY,12516, (518) 329-4681,47.10194515933308
69,42.091159999999995,-73.78814,Brook N Wood Family Campground,1947 CR Rt 8,Elizaville,NY,12523, (888) 625-3186,48.95421039339548
70,41.90406,-73.81268,Interlake RV Park & Sales,428 Lake Dr,Rhinebeck,NY,12572, (845) 266-5387,38.197311126187735
71,44.38745,-73.82457,North Pole Resorts,5644 Rte 86,Wilmington,NY,12997, (518) 946-7733,33.157152473734705
72,43.584790000000005,-76.18619,Brennan Beach RV Resort,80 Brennan Beach,Pulaski,NY,13142, (888) 563-7040,36.717163580212606
73,42.889901,-75.54892199999999,Cider House Campground,6769 State Route 20,Bouckville,NY,13310, (315) 825-8477,38.34589690372467
74,43.1061,-75.60514,The Villages At Turning Stone,5065 Sr 365,Verona,NY,13478, (315) 361-7275,33.8457059643605
75,43.20399999999999,-78.405,Niagara Shores Campground & Conference Center,6419 Lake Rd,Appleton,NY,14008, (716) 778-8568,40.45525679911228
76,42.88498,-78.30741,Skyline RV Resort,10933 Town Line Rd,Darien Center,NY,14040, (585) 591-2021,38.546416904653526
77,42.66114,-78.38534,Beaver Meadow Family Campground,1455 Beaver Meadow Rd,Java Center,NY,14082, (585) 457-3101,50.127525607638745
78,43.230151,-78.629861,Niagara County Camping Resort,7369 Wheeler Rd,Lockport,NY,14094, (716) 434-3991,51.95029061316145
79,42.74896,-77.71132,Conesus Lake Campground,5609 E Lake Rd,Conesus,NY,14435, (585) 346-CAMP,25.7122748941471
80,43.224470000000004,-76.78472,Cherry Grove Campground,12669 Ridge Rd,Wolcott,NY,14590, (315) 594-8320,28.45917621102267
81,42.51597,-76.58714,Spruce Row Campground & RV Park,2271 Kraft Rd,Ithaca,NY,14850, (607) 387-9225,40.63420282443697
82,40.1281,-79.9558,Pine Cove Beach Club & RV Resort,1495 SR 481,Charleroi,PA,15022, (724) 239-2900,19.034334750424303
83,40.692663,-79.32746999999999,Wheel In Campground,113 Wheelin Camp Ground,Shelocta,PA,15774, (724) 354-3693,37.12953730446635
84,40.9298,-80.12604,Bear Run Campground,184 Badger Hill Rd,Portersville,PA,16051, (724) 368-3564,16.528281476521826
85,41.17735,-79.74291,Gaslight Campground,6297 Emlenton Clintonville Rd,Emlenton,PA,16373, (724) 867-6981,38.630097841383055
86,40.201209999999996,-76.61091,Hershey RV Park & Lodging,1590 Hershey Rd,Elizabethtown,PA,17022, (717) 367-1179,12.475169831235146
87,40.42286,-76.46684,Jonestown Aok Campground,145 Old Rt 22,Jonestown,PA,17038, (717) 865-2526,19.21503057640741
88,40.55918,-77.59924000000001,Waterside Campground & RV Park,475 Locust Rd,Lewistown,PA,17044, (717) 248-3974,45.536203498322735
89,40.34617,-77.42766,Paradise Stream Family Campground,693 Paradise Stream Rd,Loysville,PA,17047, (717) 789-2117,33.26135188005678
90,40.23219,-76.79844,Harrisburg East Campground,1134 Highspire Rd,Harrisburg,PA,17111, (717) 939-4331,5.356572928219207
91,39.96353,-76.9561,Gettysburg Farm RV Campground,6200 Big Mount Rd,Dover,PA,17315, (888) 563-7040,25.28925801070069
92,40.064018,-77.226726,Mountain Creek Campground,349 Pine Grove Rd,Gardners,PA,17324, (717) 486-7681,28.25794124622143
95,39.77883,-77.23577,Round Top Campground,180 Knight Rd,Gettysburg,PA,17325, (717) 334-9565,27.586951540656717
94,39.8182,-77.28534,Gettysburg Campground,2030 Fairfield Rd,Gettysburg,PA,17325, (717) 334-3304,29.465623415425686
93,39.82437,-77.19668,Drummer Boy Camping Resort,1 Rocky Grove Rd,Gettysburg,PA,17325, (800) 293-2808,31.255976346454922
96,40.207159999999995,-75.99118,Sun Valley RV Resort,451 E. Maple Grove Rd,Narvon,PA,17507, (888) 563-7040,17.603692073196964
97,40.238677,-76.083761,Shady Grove Campground,65 Poplar Dr,Denver,PA,17517, (717) 484-4225,15.720414755133753
98,40.263703,-76.159951,Hickory Run Family Camping Resort,285 Greenville Rd,Denver,PA,17517, (717) 336-5564,15.390366474164875
99,40.01489,-76.14439,Country Acres Campground,20 Leven Rd,Gordonville,PA,17529, (866) 675-4745,6.497097436871186
100,39.85845,-76.33098100000001,Tucquan Park Family Campground,917 River Rd,Holtwood,PA,17532, (717) 284-2156,14.012290784465353
101,39.83814,-76.05785999999999,Oma's Family Campground,2085 Kirkwood Pike,Kirkwood,PA,17536, (717) 529-2020,18.200472316814835
102,40.01634,-76.39497,PA Dutch Country RV Resort,185 Lehman Rd,Manheim,PA,17545, (888) 563-7040,7.783622208498452
103,40.229532,-76.45237,Pinch Pond Family Campground,3075 Pinch Rd,Manheim,PA,17545, (800) 659-7640,15.992580658363684
104,40.0654,-76.01726,Spring Gulch Resort Campground,475 Lynch Rd,New Holland,PA,17557, (888) 563-7040,12.699306824354158
106,40.025128,-76.16766700000001,Flory's Cottages & Camping,Po Box 308,Ronks,PA,17572, (717) 687-6670,5.083619033876993
105,40.009149,-76.161814,Mill Bridge Village And Campresort,101 S Ronks Rd,Ronks,PA,17572, (717) 687-8181,5.86126570571326
107,39.997890000000005,-76.32282,Circle M Camping Resort,2111 Millersville Rd,Lancaster,PA,17603, (888) 563-7040,5.200098994096708
108,40.94214,-76.85207,Yogi At Shangri La,670 Hidden Paradise Rd,Milton,PA,17847, (570) 524-4561,43.71802669581148
109,41.180451,-76.318655,Whispering Pines Camping Estates,1557 N Bendertown Rd,Stillwater,PA,17878, (570) 925-6810,57.85348600239629
110,40.51303,-76.51501,Twin Grove RV Resort & Cottages,1445 Suedburg Rd,Pine Grove,PA,17963, (800) 562-5471,20.539052435350744
111,40.59818,-76.39109,Echo Valley Campground,52 Camp Rd,Tremont,PA,17981, (570) 695-3659,29.316289670293806
112,40.75875,-75.75705,StonyBrook RV Resort,1435 Germans Rd,Lehighton,PA,18235, (570) 386-4088,16.628417953354944
113,40.99954,-75.18129,Timothy Lake North RV Park,1 Timothy Lake Rd,East Stroudsburg,PA,18301, (888) 563-7040,32.68306310957646
114,41.045429999999996,-75.15406999999999,Mountain Vista Campground,Rr 2 Box 2190,East Stroudsburg,PA,18301, (570) 223-0111,32.07458645605332
115,40.99954,-75.18129,Timothy Lake South RV Park,1 Timothy Lake Rd,East Stroudsburg,PA,18301, (888) 563-7040,32.68306310957646
116,40.919832,-75.371851,Silver Valley Campsites/Best Holiday,Rr 4 Box 4214,Saylorsburg,PA,18353, (570) 992-4824,26.500321350310355
118,41.06754,-75.31945,Scotrun RV Resort,224 Ermine Way,Scotrun,PA,18355, (888) 563-7040,36.984325215294334
117,41.06411,-75.33314,Four Seasons Campgrounds,249 Babbling Brook Rd,Scotrun,PA,18355, (570) 629-2504,36.51527437866345
119,41.454370000000004,-75.45104,Clayton Park Recreational Area,26 Eagle Eye Dr,Lake Ariel,PA,18436, (570) 698-6080,59.52854259016773
120,41.15616,-75.37873,Hemlock Campground & Cottages,559 Hemlock Rd,Tobyhanna,PA,18466, (570) 894-4388,41.92154419802951
121,41.06585,-75.75272,Lehigh Gorge Campground,4585 State St,White Haven,PA,18661, (570) 443-9191,35.846789241964125
122,33.61332,-80.34931,Taw Caw Campground & Marina,1328 Joyner Dr,Summerton,SC,19148, (803) 478-2171,55.28534330187774
123,40.269414000000005,-75.304622,Village Scene RV Park,2151 Koffel Rd,Hatfield,PA,19440, (215) 362-6030,4.335483786529286
124,40.5807,-75.85608,Robin Hill Campground,149 Robin Hill Rd,Lenhartsville,PA,19534, (888) 563-7040,15.218988192853455
125,40.51427,-76.11851,Appalachian RV Campground,60 Motel Drive,Shartlesville,PA,19554, (888) 563-7040,29.223104072762343
126,38.87638,-77.61081,Greenville Farm Family Campground,14004 Shelter Lane,Haymarket,VA,20169, (703) 754-7944,8.161269519640808
127,38.605027,-77.352751,Prince William Forest RV Campground,16058 Dumfries Rd,Dumfries,VA,22025, (703) 221-2474,4.073735548827366
129,38.23932,-76.96856,Monroe Bay Campground,1412 Monroe Bay Circle,Colonial Beach,VA,22443, (804) 224-7418,30.007167786926065
128,38.20369,-76.97400999999999,Harbor View RV Park,15 Harbor View Circle,Colonial Beach,VA,22443, (888) 563-7040,30.13400833163543
130,37.987794,-77.769346,R & D Family Campground,22085 Sparta Rd,Milford,VA,22514, (804) 633-9515,25.26199143541011
131,38.31025,-77.65513,Wilderness Presidential Resort,9220 Plank Rd,Spotsylvania,VA,22553, (540) 972-7433,7.643396564125724
132,39.18756,-78.20492,Candy Hill Campground,165 Ward Ave,Winchester,VA,22602, (800) 462-0545,3.3602785032331304
133,38.88839,-78.23031999999999,Front Royal RV Campground,585 Koa Drive,Front Royal,VA,22630, (540) 635-2741,19.00379440788559
134,38.956579999999995,-78.23181,North Fork Resort,301 North Fork Rd,Front Royal,VA,22630, (540) 636-2995,14.462999846921885
135,38.35417,-78.28205,Madison Vines RV Resort & Cottages,110 Campground Lane,Madison,VA,22727, (540) 948-4186,22.91424874498849
136,38.71524,-78.66192,Shenandoah Valley Campground,168 Industrial Park Road,Mt Jackson,VA,22842, (540) 477-3080,22.49945652046842
137,38.03972,-78.73979,Misty Mountain RV & Camp Resort,56 Misty Mountain Rd,Greenwood,VA,22943, (888) 647-8900,13.707815619240305
138,37.87128,-78.91861,Devils Backbone Camp,200 Mosbys Run,Roseland,VA,22967, (540) 602-6018,26.939025352008034
139,37.70995,-77.4472,Americamps RV Resort,11322 Air Park Rd,Ashland,VA,23005, (804) 798-5298,7.8059506146416044
140,37.53613,-76.53495,Thousand Trails Chesapeake Bay RV Resort,12014 Trails Ln,Gloucester,VA,23061, (888) 563-7041,29.71918376909297
141,37.49088,-76.27467,Gwynn's Island RV Resort,551 Buckchase Rd,Gwynn,VA,23066, (804) 725-3498,29.20812990695931
142,37.405958,-76.93459,Rockahock Campgrounds & Resort RV Park,1428 Outpost Rd,Lanexa,VA,23089, (804) 966-8362,31.777390788906423
143,38.097947999999995,-77.891987,Christopher Run Campground,6478 Zachary Taylor Hwy,Lake Anna,VA,23117, (540) 894-4744,24.553108566011225
144,37.34339,-76.2774,New Point RV Resort,846 Sand Bank Rd,New Point,VA,23125, (248) 327-2373,20.33801830996035
145,37.5397,-78.01788,Cozy Acres Campground/RV Park,2177 Ridge Road,Powhatan,VA,23139, (804) 598-2470,22.737946892065253
146,37.6102,-76.43783,Grey's Point Camp,3601 Greys Point Rd,Topping,VA,23169, (888) 563-7040,34.903316753747696
147,37.64929,-76.58634,Bethpage Camp Resort,679 Brown's Lane,Urbanna,VA,23175, (888) 563-7040,37.77211389516348
148,37.386759999999995,-76.7669,Williamsburg RV Campground Thousand Trails,4301 Rochambeau Dr,Williamsburg,VA,23188, (888) 563-7040,24.41471588773656
149,37.376290000000004,-76.76682,American Heritage RV Park,146 Maxton Ln,Williamsburg,VA,23188, (888) 530-2267,23.844618944811472
150,37.306133,-76.72814100000001,Anvil Campground,5243 Mooretown Rd,Williamsburg,VA,23188, (800) 633-4442,18.78737643487946
151,37.479820000000004,-75.79597,Virginia Landing RV Campground,40226 Upshur Neck Road,Quinby,VA,23423, (888) 563-7040,46.412304818983564
152,36.702432,-76.607187,Davis Lakes And Campground,200 Byrd St,Suffolk,VA,23434, (757) 539-1191,24.83765785120709
153,36.805095,-75.99370400000001,Holiday Trav L Park Of Virginia Beach,1075 General Booth Blvd,Virginia Beach,VA,23451, (866) 850-9630,11.872318542088768
154,36.55768,-76.00685,North Landing Beach Riverfront Campground and Resort,161 Princess Anne Rd,Virginia Beach,VA,23457, (757) 426-6241,22.944086536816982
155,37.02216,-76.2985,The Colonies RV & Travel Park at Fort Monroe,501 Fenwick Rd,Hampton,VA,23651, (757) 722-2200,12.393213011498842
156,37.13323,-77.50835,Camptown Campground,22819 Campton Dr,Petersburg,VA,23803, (804) 469-4569,26.833208984847186
157,37.164320000000004,-77.51302,Picture Lake Campground,7818 Boydton Plank Rd,Petersburg,VA,23803, (804) 861-0174,24.681262352053924
158,37.077155,-77.352422,South Forty Camp Resort,2809 Courtland Rd,Petersburg,VA,23805, (877) 732-8345,33.22302175990201
159,36.75584,-77.48294,Yogi Bear's Jellystone Park Camp Resort Emporia,2940 Sussex Dr,Emporia,VA,23847, (434) 634-3115,52.75567171296203
160,36.563565999999994,-78.076978,Lake Gaston Americamps,9 Lakeside Ln,Bracey,VA,23919, (434) 636-2668,59.49421158640593
161,36.6577,-79.8788,Indian Heritage RV Park,184 Tensbury Dr,Martinsville,VA,24112, (276) 632-9500,41.39192809810645
162,36.83354,-80.71375,Lake Ridge RV Resort,8736 Double Cabin Rd,Hillsville,VA,24343, (866) 513-1773,57.444370272130385
163,38.04802,-79.09940999999999,Walnut Hills Campground and RV Park,484 Walnut Hills Rd,Staunton,VA,24401, (540) 337-3920,29.29243828463639
164,37.831528000000006,-79.377365,Lee Hi Campground,2516 N Lee Hwy,Lexington,VA,24450, (540) 463-3478,49.91567320226551
165,38.22193,-79.01326,Shenandoah Valley Campground,476 Bald Rock Rd,Verona,VA,24482, (540) 248-CAMP,16.510004622888708
166,36.701859999999996,-79.33355,Paradise Lake & Campground,593 Keeling Dr,Keeling,VA,24566, (434) 836-2620,51.95432127661717
167,37.338409999999996,-78.93726,Paradise Lake Family Campground,1105 West Lake Rd,Spout Spring,VA,24593, (434) 993-3332,55.80268110114016
168,39.56817,-77.88333,Leatherman's Falling Waters Campsite,7685 Williamsport Pike,Falling Waters,WV,25419, (800) 527-4902,27.908010373598255
169,38.91091,-79.70779,Revelles River Resort,5 Faulkner Rd,Bowden,WV,26254, (304) 636-0023,56.809383287890206
170,39.685629999999996,-79.77331,Sand Springs Camping Area,Sand Springs Rd,Morgantown,WV,26507, (304) 594-2415,50.09834276102048
171,35.85902,-80.39618,Forest Lake Preserve,192 Thousand Trails Dr,Advance,NC,27006, (888) 563-7040,14.820107880641995
172,35.92426,-80.65409,Lake Myers RV & Camping Resort,2862 US 64 West,Mocksville,NC,27028, (888) 563-7040,21.173511345855736
173,36.45433,-80.63665999999999,Mayberry Campground,114 Bunker Rd,Mount Airy,NC,27030, (336) 789-6199,32.253661235078134
174,36.3418,-80.44803,Greystone RV Park,1164 Pilot Knob Park Rd,Pinnacle,NC,27043, (336) 368-5588,20.47120457311801
175,35.604707,-79.850115,Zooland Family Campground LLC,3671 Pisgah Covered Bridge Rd,Asheboro,NC,27205, (336) 381-3422,31.26754445562626
177,35.45765,-78.39428000000001,Four Oaks Lodging & RV Resort,4606 Us Highway 301 S,Four Oaks,NC,27524, (919) 963-3596,27.952619771337627
176,35.45131,-78.38793000000001,Raleigh Oaks RV Resort & Cottages,497 US 701 S,Four Oaks,NC,27524, (800) 377-8436,28.505318182391868
178,35.74474,-77.873213,Kamper's Lodge Of America,3465 Us Highway 301 N,Wilson,NC,27893, (252) 237-0905,42.35395733127087
179,35.358959999999996,-80.69059,Camping World Racing Resort,6600 Bruton Smith Blvd,Concord,NC,28027, (704) 455-4445,15.836285562221857
180,35.15698,-78.70761999999999,Fayetteville RV Resort & Cottages,6250 Wade Stedman Rd,Wade,NC,28395, (910) 484-5500,41.22248577157762
181,34.431540000000005,-77.56902,Lanier's Campground,1161 Spot Lane,Holly Ridge,NC,28445, (910) 328-9431,21.4489818896246
182,33.93691,-78.50161,Brunswick Beaches RV Resort,7200 Koa Dr Sw,Sunset Beach,NC,28468, (888) 562-4240,28.66925070430642
183,34.712959999999995,-77.21134,Deep Creek RV Resort & Campground,181 Waterfront Road,Hubert,NC,28539, (910) 330-9333,49.4821513401785
184,34.70933,-77.2289,Hawkins Creek Campground,252 Reid Acres Ln,Hubert,NC,28539, (910) 340-4131,48.55844341167051
185,34.69166,-77.47868000000001,Cabin Creek Campground,3200 Wilmington Hwy,Jacksonville,NC,28540, (910) 346-4808,37.91477501582992
186,34.70162,-76.99676,Goose Creek Resort,350 Red Barn Rd,Newport,NC,28570, (252) 393-2628,58.94243809445097
187,34.679959999999994,-77.09114,Waterway RV Park,850 Cedar Point Blvd,Cedar Point,NC,28584, (252) 393-8715,53.609796942843865
188,36.28918,-80.87746,Byrd's Branch Campground & Country Store,225 Martin Byrd Rd,Elkin,NC,28621, (336) 526-1146,34.91795739028752
189,35.86609,-80.7065,Midway Campground & RV Resort,114 Midway Dr,Statesville,NC,28625, (855) 882-7999,21.15620239496878
190,36.0012,-80.83113,Van Hoy Farms Family Campground,742 Jericho Rd,Harmony,NC,28634, (704) 539-5493,28.852929795307425
191,35.95366,-81.51214,Green Mountain Park Resort,2495 Dimmette Rd,Lenoir,NC,28645, (888) 563-7040,45.04758144163778
192,35.73854,-81.72483000000001,Riverside Golf & RV Park,611 Independence Blvd,Morganton,NC,28655, (828) 433-6464,50.27282354940059
193,35.376,-83.4562,Smoky Mountain Meadows Campground,755 E Alarka Rd,Bryson City,NC,28713, (828) 488-3672,52.65754665330383
194,35.468521,-83.300551,Happy Holiday RV Village,1553 Wolfetown Rd,Cherokee,NC,28719, (828) 497-9204,55.72659320953911
195,35.55402,-83.25894,Yogi In The Smokies,317 Galamore Bridge Rd,Cherokee,NC,28719, (828) 497-9151,54.92452670242955
196,35.30155,-82.40204,Lakewood RV Resort,15 Timmie Ln,Flat Rock,NC,28731, (888) 819-4200,32.4827214530586
197,35.44103,-82.52161,Rutledge Lake RV Resort,125 Jillian Trail,Fletcher,NC,28732, (828) 654-7873,43.34430861421752
198,35.68744,-82.06345999999999,Tom Johnson Camping World's Mountain Resort,348 Resistoflex Rd,Marion,NC,28752, (800) 225-7802,51.6599491017531
199,35.71792,-82.07238000000001,Buck Creek RV Park & Driving Range,2576 Toms Creek Rd,Marion,NC,28752, (828) 724-4888,53.79318811598001
200,35.586342,-82.405426,Mama Gertie's Hideaway Campground,15 Uphill Rd,Swannanoa,NC,28778, (828) 686-4258,50.16370317885718
202,35.44239,-83.3317,Fort Wilderness Campground and RV Park,284 Fort Wilderness Rd,Whittier,NC,28789, (828) 497-9331,55.254133231494045
201,35.44274,-83.30724000000001,Flaming Arrow Campground,283 Flaming Arrow Dr,Whittier,NC,28789, (877) 497-6161,56.38011884532862
203,35.36801,-82.40648,Jaymar Travel Park,140 Jaymar Park Dr,Hendersonville,NC,28792, (828) 685-3771,37.05051844520503
204,35.29497,-82.42639,Town Mountain Travel Park,48 Town Mountain Rd,Hendersonville,NC,28792, (828) 697-6692,32.28073688208527
205,35.58379,-82.46846,Scenic RV Resort,45 Scenic Dr,Asheville,NC,28805, (888) 563-7040,51.746898029947815
206,35.55834,-82.60307,Asheville Bear Creek RV Park,81 S Bear Creek Rd,Asheville,NC,28806, (800) 833-0798,52.426528973962554
